hc,wc,length,Tamb,Q,Uin,TemperaturedegCStackTemperatureProbe1
1.2,0.8,70,10,3960,2.125,47.055
1.2,0.8,70,-10,2240,4.375,1.3196
1.2,0.8,70,10,2240,4.375,21.701
1.2,0.8,70,30,2240,4.375,42.087
1.2,0.8,70,-10,3960,4.375,10.267
1.2,0.8,70,10,3960,4.375,30.928
1.2,0.8,70,10,2240,6.625,18.532
1.2,0.8,70,30,2240,6.625,38.734
1.2,0.8,70,-10,3960,6.625,5.0102
1.2,0.8,70,10,3960,6.625,25.368
1.2,0.8,70,30,3960,6.625,45.742
1.2,0.8,70,-10,2240,8.875,-3.2598
1.2,0.8,70,10,2240,8.875,16.835
1.2,0.8,70,30,2240,8.875,36.947
1.2,0.8,70,-10,3960,8.875,2.2741
1.2,0.8,70,10,3960,8.875,22.472
1.2,1,50,-10,2240,2.125,6.9891
1.2,1,50,10,2240,2.125,27.55
1.2,1,50,-10,3960,2.125,19.949
1.2,1,50,10,2240,4.375,20.577
1.2,1,50,30,2240,4.375,40.789
1.2,1,50,10,3960,4.375,28.901
1.2,1,50,30,3960,4.375,49.27
1.2,1,50,-10,2240,6.625,-2.0571
1.2,1,50,30,2240,6.625,38.137
1.2,1,50,-10,3960,6.625,4.3143
1.2,1,50,10,3960,6.625,24.482
1.2,1,50,10,2240,8.875,16.652
1.2,1,50,30,2240,8.875,36.696
1.2,1,50,-10,3960,8.875,1.9964
1.2,1,50,30,3960,8.875,42.163
1.2,1,70,30,2240,2.125,52.993
1.2,1,70,-10,2240,4.375,2.3959
1.2,1,70,10,2240,4.375,22.832
1.2,1,70,30,2240,4.375,43.16
1.2,1,70,-10,3960,4.375,12.377
1.2,1,70,10,3960,4.375,32.925
1.2,1,70,30,3960,4.375,53.505
1.2,1,70,-10,2240,6.625,-0.57232
1.2,1,70,10,2240,6.625,19.586
1.2,1,70,30,2240,6.625,39.748
1.2,1,70,-10,3960,6.625,6.9049
1.2,1,70,10,3960,6.625,27.269
1.2,1,70,30,3960,6.625,47.572
1.2,1,70,-10,2240,8.875,-2.1567
1.2,1,70,10,2240,8.875,17.898
1.2,1,70,30,2240,8.875,37.968
1.2,1,70,-10,3960,8.875,4.1478
1.2,1,70,10,3960,8.875,24.273
1.2,1.3,50,-10,2240,2.125,8.58
1.2,1.3,50,10,2240,2.125,29.073
1.2,1.3,50,30,2240,2.125,49.598
1.2,1.3,50,30,3960,2.125,64.472
1.2,1.3,50,-10,2240,4.375,1.7609
1.2,1.3,50,10,2240,4.375,21.925
1.2,1.3,50,-10,3960,4.375,10.945
1.2,1.3,50,10,3960,4.375,31.232
1.2,1.3,50,10,2240,6.625,19.22
1.2,1.3,50,-10,3960,6.625,6.4242
1.2,1.3,50,10,3960,6.625,26.559
1.2,1.3,50,30,3960,6.625,46.716
1.2,1.3,50,-10,2240,8.875,-2.3223
1.2,1.3,50,10,2240,8.875,17.706
1.2,1.3,50,30,2240,8.875,37.744
1.2,1.3,50,-10,3960,8.875,3.8733
1.2,1.3,50,30,3960,8.875,44.014
1.2,1.3,70,-10,2240,2.125,12.81
1.2,1.3,70,10,2240,2.125,33.621
1.2,1.3,70,30,2240,2.125,54.464
1.2,1.3,70,-10,3960,2.125,30.116
1.2,1.3,70,10,3960,2.125,51.554
1.2,1.3,70,30,3960,2.125,73.047
1.2,1.3,70,-10,2240,4.375,3.7124
1.2,1.3,70,30,2240,4.375,44.34
1.2,1.3,70,30,3960,4.375,55.629
1.2,1.3,70,-10,2240,6.625,0.3802
1.2,1.3,70,30,2240,6.625,40.689
1.2,1.3,70,10,3960,6.625,29.024
1.2,1.3,70,30,3960,6.625,49.308
1.2,1.3,70,-10,2240,8.875,-1.3837
1.2,1.3,70,30,2240,8.875,38.756
1.2,1.3,70,-10,3960,8.875,5.6215
1.2,1.3,70,10,3960,8.875,25.752
1.2,1.3,70,30,3960,8.875,45.9
1.4,0.65,50,-10,2240,2.125,3.3744
1.4,0.65,50,10,2240,2.125,23.965
1.4,0.65,50,30,2240,2.125,44.573
1.4,0.65,50,-10,3960,2.125,13.614
1.4,0.65,50,10,3960,2.125,34.659
1.4,0.65,50,-10,2240,4.375,-2.2147
1.4,0.65,50,10,2240,4.375,18.002
1.4,0.65,50,30,2240,4.375,38.231
1.4,0.65,50,10,3960,4.375,24.279
1.4,0.65,50,30,3960,4.375,44.687
1.4,0.65,50,10,2240,6.625,15.916
1.4,0.65,50,30,2240,6.625,36.031
1.4,0.65,50,10,3960,6.625,20.693
1.4,0.65,50,30,3960,6.625,40.903
1.4,0.65,50,10,2240,8.875,14.772
1.4,0.65,50,30,2240,8.875,34.824
1.4,0.65,50,-10,3960,8.875,-1.3331
1.4,0.65,50,10,3960,8.875,18.764
1.4,0.65,70,-10,2240,2.125,7.2617
1.4,0.65,70,10,2240,2.125,28.124
1.4,0.65,70,30,2240,2.125,49.004
1.4,0.65,70,10,3960,2.125,41.935
1.4,0.65,70,30,3960,2.125,63.501
1.4,0.65,70,-10,2240,4.375,-0.1667
1.4,0.65,70,10,2240,4.375,20.157
1.4,0.65,70,30,2240,4.375,40.496
1.4,0.65,70,-10,3960,4.375,7.4604
1.4,0.65,70,10,3960,4.375,28.046
1.4,0.65,70,30,3960,4.375,48.657
1.4,0.65,70,10,2240,6.625,17.431
1.4,0.65,70,-10,3960,6.625,3.061
1.4,0.65,70,-10,2240,8.875,-4.1369
1.4,0.65,70,30,2240,8.875,36.036
1.4,0.65,70,10,3960,8.875,20.873
1.4,0.65,70,30,3960,8.875,41.064
1.4,0.8,50,-10,2240,2.125,4.5083
1.4,0.8,50,30,2240,2.125,45.608
1.4,0.8,50,-10,3960,2.125,15.589
1.4,0.8,50,10,3960,2.125,36.543
1.4,0.8,50,30,3960,2.125,57.535
1.4,0.8,50,-10,2240,4.375,-1.2161
1.4,0.8,50,10,2240,4.375,18.967
1.4,0.8,50,-10,3960,4.375,5.6559
1.4,0.8,50,30,3960,4.375,46.331
1.4,0.8,50,-10,2240,6.625,-3.2698
1.4,0.8,50,10,2240,6.625,16.809
1.4,0.8,50,30,2240,6.625,36.902
1.4,0.8,50,10,3960,6.625,22.246
1.4,0.8,50,30,3960,6.625,42.417
1.4,0.8,50,-10,2240,8.875,-4.4105
1.4,0.8,50,10,3960,8.875,20.217
1.4,0.8,50,30,3960,8.875,40.303
1.4,0.8,70,-10,2240,2.125,8.3873
1.4,0.8,70,10,2240,2.125,29.206
1.4,0.8,70,-10,3960,2.125,22.412
1.4,0.8,70,10,3960,2.125,43.867
1.4,0.8,70,30,3960,2.125,65.36
1.4,0.8,70,30,2240,4.375,41.336
1.4,0.8,70,-10,3960,4.375,9.1016
1.4,0.8,70,10,3960,4.375,29.627
1.4,0.8,70,30,3960,4.375,50.187
1.4,0.8,70,10,2240,6.625,18.211
1.4,0.8,70,30,2240,6.625,38.365
1.4,0.8,70,-10,3960,6.625,4.5061
1.4,0.8,70,10,3960,6.625,24.759
1.4,0.8,70,-10,2240,8.875,-3.3657
1.4,0.8,70,10,2240,8.875,16.695
1.4,0.8,70,-10,3960,8.875,2.0457
1.4,0.8,70,10,3960,8.875,22.173
1.4,0.8,70,30,3960,8.875,42.328
1.4,1,50,-10,2240,2.125,5.8638
1.4,1,50,10,2240,2.125,26.335
1.4,1,50,30,2240,2.125,46.834
1.4,1,50,-10,3960,2.125,17.902
1.4,1,50,10,3960,2.125,38.743
1.4,1,50,-10,2240,4.375,0.0066398
1.4,1,50,30,2240,4.375,40.322
1.4,1,50,10,3960,4.375,28.047
1.4,1,50,30,3960,4.375,48.34
1.4,1,50,30,2240,6.625,37.941
1.4,1,50,-10,3960,6.625,3.9832
1.4,1,50,-10,2240,8.875,-3.4609
1.4,1,50,10,2240,8.875,16.561
1.4,1,50,-10,3960,8.875,1.8275
1.4,1,50,10,3960,8.875,21.88
1.4,1,50,30,3960,8.875,41.955
1.4,1,70,30,2240,2.125,51.145
1.4,1,70,-10,3960,2.125,24.558
1.4,1,70,-10,3960,4.375,10.763
1.4,1,70,10,3960,4.375,31.254
1.4,1,70,30,3960,4.375,51.774
1.4,1,70,30,2240,6.625,39.06
1.4,1,70,10,3960,6.625,26.054
1.4,1,70,30,3960,6.625,46.326
1.4,1,70,-10,2240,8.875,-2.7527
1.4,1,70,-10,3960,8.875,3.1356
1.4,1.3,50,-10,2240,2.125,7.3718
1.4,1.3,50,10,2240,2.125,27.806
1.4,1.3,50,30,2240,2.125,48.268
1.4,1.3,50,30,3960,2.125,62.182
1.4,1.3,50,-10,2240,4.375,1.0171
1.4,1.3,50,10,2240,4.375,21.162
1.4,1.3,50,30,2240,4.375,41.323
1.4,1.3,50,10,3960,4.375,29.931
1.4,1.3,50,-10,2240,6.625,-1.3986
1.4,1.3,50,10,2240,6.625,18.657
1.4,1.3,50,10,3960,6.625,25.566
1.4,1.3,50,-10,2240,8.875,-2.7286
1.4,1.3,50,10,3960,8.875,23.154
1.4,1.3,50,30,3960,8.875,43.207
1.4,1.3,70,-10,2240,2.125,11.509
1.4,1.3,70,10,2240,2.125,32.191
1.4,1.3,70,30,2240,2.125,52.906
1.4,1.3,70,10,3960,2.125,48.977
1.4,1.3,70,-10,2240,4.375,3.3406
1.4,1.3,70,10,2240,4.375,23.584
1.4,1.3,70,10,3960,4.375,34.161
1.4,1.3,70,30,3960,4.375,54.615
1.4,1.3,70,-10,2240,6.625,0.28925
1.4,1.3,70,30,2240,6.625,40.536
1.4,1.3,70,-10,3960,6.625,8.4565
1.4,1.3,70,10,3960,6.625,28.667
1.4,1.3,70,-10,2240,8.875,-1.3894
1.4,1.3,70,10,2240,8.875,18.659
1.4,1.3,70,-10,3960,8.875,5.5413
1.8,0.65,50,-10,2240,2.125,1.2562
1.8,0.65,50,10,2240,2.125,21.743
1.8,0.65,50,30,2240,2.125,42.246
1.8,0.65,50,-10,3960,2.125,9.8648
1.8,0.65,50,10,3960,2.125,30.73
1.8,0.65,50,30,3960,2.125,51.621
1.8,0.65,50,30,2240,4.375,37.009
1.8,0.65,50,-10,3960,4.375,1.8331
1.8,0.65,50,10,3960,4.375,22.152
1.8,0.65,50,30,3960,4.375,42.49
1.8,0.65,50,-10,2240,6.625,-5.0089
1.8,0.65,50,10,2240,6.625,15.081
1.8,0.65,50,30,2240,6.625,35.178
1.8,0.65,50,10,3960,6.625,19.167
1.8,0.65,50,10,2240,8.875,14.113
1.8,0.65,50,30,2240,8.875,34.163
1.8,0.65,50,10,3960,8.875,17.542
1.8,0.65,70,10,2240,2.125,25.211
1.8,0.65,70,30,3960,2.125,58.152
1.8,0.65,70,10,2240,4.375,18.516
1.8,0.65,70,30,2240,4.375,38.808
1.8,0.65,70,-10,3960,4.375,4.6593
1.8,0.65,70,-10,2240,6.625,-3.9341
1.8,0.65,70,10,2240,6.625,16.215
1.8,0.65,70,30,2240,6.625,36.371
1.8,0.65,70,10,3960,6.625,21.201
1.8,0.65,70,-10,2240,8.875,-5.1198
1.8,0.65,70,30,2240,8.875,35.046
1.8,0.65,70,10,3960,8.875,19.087
1.8,0.65,70,30,3960,8.875,39.263
1.8,0.8,50,-10,2240,2.125,2.3306
1.8,0.8,50,10,2240,2.125,22.769
1.8,0.8,50,30,2240,2.125,43.227
1.8,0.8,50,10,3960,2.125,32.534
1.8,0.8,50,30,3960,2.125,53.345
1.8,0.8,50,-10,2240,4.375,-2.4191
1.8,0.8,50,10,2240,4.375,17.726
1.8,0.8,50,30,2240,4.375,37.887
1.8,0.8,50,10,3960,4.375,23.756
1.8,0.8,50,-10,2240,6.625,-4.1324
1.8,0.8,50,10,2240,6.625,15.928
1.8,0.8,50,30,2240,6.625,36.003
1.8,0.8,50,10,3960,6.625,20.643
1.8,0.8,50,-10,2240,8.875,-5.0921
1.8,0.8,50,10,2240,8.875,14.932
1.8,0.8,50,30,2240,8.875,34.964
1.8,0.8,50,-10,3960,8.875,-1.1083
1.8,0.8,50,10,3960,8.875,18.94
1.8,0.8,50,30,3960,8.875,39.009
1.8,0.8,70,-10,2240,2.125,5.5737
1.8,0.8,70,10,2240,2.125,26.249
1.8,0.8,70,30,2240,2.125,46.943
1.8,0.8,70,30,3960,2.125,59.89
1.8,0.8,70,-10,2240,4.375,-0.83868
1.8,0.8,70,10,2240,4.375,19.412
1.8,0.8,70,30,2240,4.375,39.678
1.8,0.8,70,-10,3960,4.375,6.3246
1.8,0.8,70,10,3960,4.375,26.766
1.8,0.8,70,30,3960,4.375,47.235
1.8,0.8,70,10,2240,6.625,17.04
1.8,0.8,70,-10,3960,6.625,2.44
1.8,0.8,70,30,3960,6.625,42.899
1.8,0.8,70,-10,2240,8.875,-4.2841
1.8,0.8,70,10,2240,8.875,15.77
1.8,0.8,70,30,2240,8.875,35.834
1.8,0.8,70,10,3960,8.875,20.477
1.8,0.8,70,30,3960,8.875,40.607
1.8,1,50,-10,2240,2.125,3.6051
1.8,1,50,10,2240,2.125,23.996
1.8,1,50,-10,3960,2.125,14.035
1.8,1,50,10,3960,2.125,34.726
1.8,1,50,10,2240,4.375,18.672
1.8,1,50,30,2240,4.375,38.808
1.8,1,50,-10,3960,4.375,5.2933
1.8,1,50,10,3960,4.375,25.504
1.8,1,50,-10,2240,6.625,-3.2968
1.8,1,50,30,2240,6.625,36.798
1.8,1,50,-10,3960,6.625,2.0486
1.8,1,50,10,3960,6.625,22.129
1.8,1,50,30,3960,6.625,42.229
1.8,1,50,-10,2240,8.875,-4.3095
1.8,1,50,10,2240,8.875,15.694
1.8,1,50,10,3960,8.875,20.287
1.8,1,50,30,3960,8.875,40.324
1.8,1,70,-10,2240,2.125,6.9039
1.8,1,70,10,2240,2.125,27.524
1.8,1,70,-10,3960,2.125,19.846
1.8,1,70,30,3960,2.125,62.08
1.8,1,70,-10,2240,4.375,0.22081
1.8,1,70,10,2240,4.375,20.436
1.8,1,70,-10,3960,4.375,8.2738
1.8,1,70,10,3960,4.375,28.65
1.8,1,70,30,3960,4.375,49.059
1.8,1,70,-10,2240,6.625,-2.1397
1.8,1,70,10,2240,6.625,17.953
1.8,1,70,30,2240,6.625,38.062
1.8,1,70,30,3960,6.625,44.491
1.8,1,70,30,2240,8.875,36.675
1.8,1,70,-10,3960,8.875,1.9042
1.8,1,70,10,3960,8.875,21.978
1.8,1,70,30,3960,8.875,42.074
1.8,1.3,50,-10,2240,2.125,5.379
1.8,1.3,50,10,2240,2.125,25.717
1.8,1.3,50,30,2240,2.125,46.08
1.8,1.3,50,-10,3960,2.125,17.163
1.8,1.3,50,10,3960,2.125,37.76
1.8,1.3,50,-10,2240,4.375,-0.13025
1.8,1.3,50,10,2240,4.375,19.97
1.8,1.3,50,30,2240,4.375,40.085
1.8,1.3,50,-10,3960,4.375,7.6782
1.8,1.3,50,10,3960,4.375,27.863
1.8,1.3,50,30,3960,4.375,48.068
1.8,1.3,50,-10,2240,6.625,-2.2056
1.8,1.3,50,30,2240,6.625,37.857
1.8,1.3,50,-10,3960,6.625,4.0213
1.8,1.3,50,10,3960,6.625,24.079
1.8,1.3,50,30,3960,6.625,44.157
1.8,1.3,50,30,2240,8.875,36.648
1.8,1.3,50,-10,3960,8.875,2.0084
1.8,1.3,50,10,3960,8.875,22.003
1.8,1.3,70,10,2240,2.125,29.583
1.8,1.3,70,10,3960,2.125,44.398
1.8,1.3,70,30,3960,2.125,65.379
1.8,1.3,70,-10,2240,4.375,2.2031
1.8,1.3,70,10,2240,4.375,22.373
1.8,1.3,70,-10,3960,4.375,11.648
1.8,1.3,70,30,3960,4.375,52.279
1.8,1.3,70,-10,2240,6.625,-0.40558
1.8,1.3,70,10,2240,6.625,19.672
1.8,1.3,70,30,2240,6.625,39.762
1.8,1.3,70,-10,3960,6.625,7.1227
1.8,1.3,70,10,3960,6.625,27.273
1.8,1.3,70,-10,2240,8.875,-1.8704
1.8,1.3,70,10,2240,8.875,18.162
1.8,1.3,70,30,2240,8.875,38.207
1.8,1.3,70,-10,3960,8.875,4.5815
1.8,1.3,70,30,3960,8.875,44.742
1,0.5,30,-20,1272,1,-9.365
1,0.5,30,20,1272,3.25,24.155
1,0.5,30,20,3132,3.25,30.224
1,0.5,30,20,5040,3.25,36.482
1,0.5,30,0,1272,5.5,2.7118
1,0.5,30,20,1272,5.5,22.792
1,0.5,30,20,3132,5.5,26.872
1,0.5,30,40,5040,5.5,51.395
1,0.5,30,20,3132,7.75,25.458
1,0.5,30,40,3132,7.75,45.581
1,0.5,30,-20,1272,10,-18.163
1,0.5,30,0,1272,10,1.8646
1,0.5,60,-20,1272,1,-0.91063
1,0.5,60,20,5040,1,106.17
1,0.5,60,-20,1272,3.25,-13.585
1,0.5,60,0,5040,3.25,26.784
1,0.5,60,20,1272,5.5,24.561
1,0.5,60,40,1272,5.5,44.758
1,0.5,60,0,5040,5.5,17.273
1,0.5,60,0,3132,7.75,8.2485
1,0.5,60,0,1272,10,2.7937
1,0.5,60,40,3132,10,47.294
1,0.75,30,40,1272,1,53.41
1,0.75,30,-20,3132,1,8.4256
1,0.75,30,0,5040,1,48.321
1,0.75,30,-20,3132,7.75,-13.798
1,0.75,30,-20,3132,10,-14.629
1,0.75,30,0,5040,10,8.7584
1,0.75,60,20,1272,1,42.487
1,0.75,60,-20,5040,1,58.526
1,0.75,60,40,5040,1,134.01
1,0.75,60,20,3132,3.25,38.998
1,0.75,60,40,3132,3.25,59.829
1,0.75,60,20,5040,3.25,50.736
1,0.75,60,20,5040,5.5,40.095
1,0.75,60,0,3132,10,7.8975
1,0.75,90,20,1272,1,52.218
1,0.75,90,0,3132,1,74.157
1,0.75,90,40,5040,3.25,84.462
1,0.75,90,0,3132,5.5,16.175
1,0.75,90,0,5040,5.5,26.045
1,0.75,90,20,5040,5.5,47.145
1,0.75,90,0,3132,7.75,12.39
1,0.75,90,-20,1272,10,-15.952
1,0.75,90,0,5040,10,16.499
1,1,30,20,3132,1,53.325
1,1,30,40,3132,1,74.825
1,1,30,-20,5040,1,29.052
1,1,30,20,1272,3.25,25.203
1,1,30,0,3132,3.25,12.896
1,1,30,20,5040,3.25,41.627
1,1,30,40,5040,3.25,62.033
1,1,30,40,3132,7.75,47.608
1,1,60,-20,1272,5.5,-14.774
1,1,60,20,1272,5.5,25.545
1,1,60,-20,5040,5.5,1.0866
1,1,60,0,3132,10,8.965
1,1,60,20,3132,10,29.141
1,1.25,30,-20,1272,1,-7.3431
1,1.25,30,40,5040,3.25,63.276
1,1.25,30,0,1272,5.5,3.8836
1,1.25,30,40,5040,5.5,56.165
1,1.25,30,0,1272,7.75,3.2146
1,1.25,30,0,3132,7.75,7.9476
1,1.25,30,40,5040,7.75,53.102
1,1.25,30,40,1272,10,42.854
1,1.25,60,0,3132,1,55.265
1,1.25,60,-20,1272,3.25,-11.991
1,1.25,60,-20,3132,3.25,0.24659
1,1.25,60,0,3132,3.25,20.891
1,1.25,60,0,5040,5.5,23.086
1,1.25,60,40,3132,7.75,51.747
1,1.25,60,0,5040,7.75,18.297
1,1.25,60,20,5040,10,35.813
1,1.5,30,0,3132,1,34.073
1,1.5,30,20,5040,1,76.855
1,1.5,30,0,1272,3.25,5.6038
1,1.5,30,-20,5040,3.25,3.2257
1,1.5,30,-20,1272,5.5,-15.952
1,1.5,30,20,1272,5.5,24.134
1,1.5,30,40,1272,5.5,44.184
1,1.5,30,20,3132,5.5,30.304
1,1.5,30,40,5040,5.5,57.018
1,1.5,30,-20,1272,7.75,-16.631
1,1.5,30,20,5040,7.75,33.732
1,1.5,30,40,5040,7.75,53.832
1,1.5,30,-20,1272,10,-17.039
1.25,0.5,30,0,3132,1,24.265
1.25,0.5,30,20,1272,3.25,23.636
1.25,0.5,30,40,3132,3.25,49.304
1.25,0.5,30,-20,5040,3.25,-6.6639
1.25,0.5,30,40,1272,5.5,42.53
1.25,0.5,30,20,3132,5.5,26.044
1.25,0.5,30,20,1272,7.75,21.96
1.25,0.75,30,40,3132,3.25,50.77
1.25,0.75,30,-20,5040,3.25,-3.6275
1.25,0.75,30,20,1272,5.5,22.956
1.25,0.75,30,40,1272,7.75,42.444
1.25,0.75,30,-20,3132,10,-14.972
1.25,0.75,30,0,5040,10,8.1904
1.25,0.75,30,20,5040,10,28.285
1.25,0.75,60,-20,1272,3.25,-13.702
1.25,0.75,60,0,1272,3.25,6.5698
1.25,0.75,60,40,1272,7.75,43.695
1.25,0.75,60,40,3132,7.75,49.11
1.25,0.75,60,40,5040,7.75,54.714
1.25,0.75,60,20,1272,10,23.051
1.25,0.75,60,-20,5040,10,-8.3448
1.25,0.75,60,0,5040,10,11.872
1.25,0.75,60,20,5040,10,32.108
1.25,0.75,90,-20,3132,1,40.605
1.25,0.75,90,40,3132,1,113.06
1.25,0.75,90,0,1272,3.25,8.986
1.25,0.75,90,20,1272,3.25,29.44
1.25,0.75,90,20,3132,3.25,43.312
1.25,0.75,90,20,5040,3.25,57.648
1.25,0.75,90,-20,3132,5.5,-6.0676
1.25,0.75,90,20,3132,5.5,35.069
1.25,0.75,90,-20,5040,5.5,2.5719
1.25,0.75,90,-20,3132,7.75,-9.1829
1.25,0.75,90,-20,5040,7.75,-2.53
1.25,0.75,90,-20,3132,10,-10.919
1.25,1,30,0,1272,1,11.436
1.25,1,30,40,3132,1,71.027
1.25,1,30,20,1272,3.25,24.837
1.25,1,30,-20,3132,3.25,-8.0342
1.25,1,30,20,1272,5.5,23.506
1.25,1,30,20,5040,5.5,34.392
1.25,1,30,0,1272,10,2.553
1.25,1,30,40,3132,10,46.348
1.25,1,60,0,1272,3.25,7.2667
1.25,1,60,40,3132,3.25,59.458
1.25,1,60,40,1272,5.5,45.272
1.25,1,60,40,1272,7.75,44.202
1.25,1,60,-20,3132,7.75,-10.102
1.25,1,60,0,3132,7.75,10.056
1.25,1,60,20,3132,7.75,30.228
1.25,1,60,-20,1272,10,-16.54
1.25,1,90,-20,1272,1,5.4962
1.25,1,90,0,1272,1,27.108
1.25,1,90,-20,3132,3.25,3.0208
1.25,1,90,-20,5040,3.25,17.38
1.25,1,90,40,5040,3.25,82.102
1.25,1,90,0,1272,5.5,6.3862
1.25,1,90,0,3132,5.5,15.849
1.25,1,90,40,3132,5.5,56.947
1.25,1,90,-20,5040,5.5,4.8349
1.25,1,90,40,1272,10,44.434
1.25,1,90,0,3132,10,10.396
1.25,1,90,20,3132,10,30.647
1.25,1.25,30,20,3132,1,51.448
1.25,1.25,30,0,1272,3.25,5.1479
1.25,1.25,30,20,1272,3.25,25.226
1.25,1.25,30,40,1272,3.25,45.313
1.25,1.25,30,-20,1272,5.5,-16.266
1.25,1.25,30,0,3132,5.5,9.4519
1.25,1.25,30,40,5040,5.5,55.794
1.25,1.25,30,0,3132,10,6.8282
1.25,1.25,60,20,1272,1,41.035
1.25,1.25,60,-20,5040,1,55.473
1.25,1.25,60,40,3132,3.25,60.675
1.25,1.25,60,-20,5040,3.25,11.165
1.25,1.25,60,40,5040,3.25,73.785
1.25,1.25,60,0,1272,5.5,5.3658
1.25,1.25,60,-20,3132,5.5,-6.8161
1.25,1.25,60,0,3132,5.5,13.451
1.25,1.25,60,0,1272,7.75,4.347
1.25,1.25,60,20,1272,7.75,24.416
1.25,1.25,60,0,1272,10,3.7599
1.25,1.25,90,40,1272,1,71.057
1.25,1.25,90,20,5040,1,135.7
1.25,1.25,90,40,1272,3.25,51.052
1.25,1.25,90,0,3132,3.25,25.95
1.25,1.25,90,40,3132,3.25,67.725
1.25,1.25,90,-20,5040,3.25,20.653
1.25,1.25,90,-20,3132,5.5,-3.0103
1.25,1.25,90,20,5040,5.5,49.195
1.25,1.25,90,40,5040,5.5,69.994
1.25,1.25,90,20,3132,7.75,34.054
1.25,1.25,90,20,1272,10,24.808
1.25,1.25,90,0,3132,10,11.667
1.25,1.25,90,40,3132,10,52.103
1.25,1.25,90,40,5040,10,59.583
1.25,1.5,30,20,1272,3.25,25.416
1.25,1.5,30,20,5040,5.5,36.191
1.25,1.5,30,40,5040,5.5,56.371
1.25,1.5,30,40,3132,7.75,48.195
1.25,1.5,30,-20,5040,7.75,-6.8551
1.25,1.5,30,0,1272,10,2.8902
1.25,1.5,30,0,3132,10,7.1372
1.25,1.5,30,20,3132,10,27.152
1.25,1.5,30,40,5040,10,51.606
1.25,1.5,60,20,3132,1,73.315
1.25,1.5,60,40,3132,1,95.744
1.25,1.5,60,-20,3132,3.25,-0.022325
1.25,1.5,60,20,5040,3.25,54.436
1.25,1.5,60,20,3132,5.5,34.36
1.25,1.5,60,40,3132,5.5,54.637
1.25,1.5,60,40,3132,7.75,51.664
1.25,1.5,60,0,5040,7.75,18.432
1.25,1.5,60,0,3132,10,9.7667
1.25,1.5,90,40,1272,1,71.495
1.25,1.5,90,40,5040,1,163.64
1.25,1.5,90,20,1272,3.25,30.895
1.25,1.5,90,20,3132,3.25,47.509
1.25,1.5,90,40,5040,3.25,86.255
1.25,1.5,90,0,1272,5.5,7.1331
1.25,1.5,90,40,3132,5.5,58.788
1.25,1.5,90,40,3132,7.75,54.694
1.25,1.5,90,0,5040,7.75,22.803
1.5,0.5,30,20,5040,1,56.606
1.5,0.5,30,0,1272,3.25,3.0949
1.5,0.5,30,20,5040,3.25,32.758
1.5,0.5,30,20,3132,5.5,25.375
1.5,0.5,30,20,1272,7.75,21.747
1.5,0.5,30,40,1272,7.75,41.786
1.5,0.5,30,40,3132,7.75,44.392
1.5,0.5,30,-20,5040,7.75,-13.354
1.5,0.5,30,-20,1272,10,-18.546
1.5,0.5,30,0,1272,10,1.476
1.5,0.5,30,-20,5040,10,-14.246
1.5,0.5,90,-20,1272,3.25,-13.078
1.5,0.5,90,40,5040,3.25,72.376
1.5,0.5,90,-20,1272,5.5,-15.592
1.5,0.5,90,-20,5040,5.5,-2.6012
1.5,0.5,90,40,3132,7.75,49.374
1.5,0.5,90,-20,5040,10,-9.1143
1.5,0.75,30,0,5040,1,37.783
1.5,0.75,30,40,5040,1,81.595
1.5,0.75,30,0,1272,7.75,2.2021
1.5,0.75,30,-20,3132,7.75,-14.612
1.5,0.75,30,-20,5040,7.75,-11.273
1.5,1,30,0,1272,1,10.256
1.5,1,30,-20,3132,3.25,-9.2157
1.5,1,30,0,3132,3.25,10.939
1.5,1,30,0,3132,5.5,7.8691
1.5,1,30,20,3132,5.5,27.951
1.5,1,30,-20,5040,5.5,-7.2611
1.5,1,30,-20,3132,10,-14.323
1.5,1,30,20,5040,10,29.265
1.5,1,60,-20,1272,1,-3.6487
1.5,1,60,-20,1272,5.5,-15.568
1.5,1,60,-20,5040,5.5,-1.842
1.5,1,60,20,5040,5.5,38.937
1.5,1,60,0,1272,7.75,3.6644
1.5,1,60,-20,1272,10,-16.872
1.5,1,60,40,1272,10,43.256
1.5,1,60,20,5040,10,32.808
1.5,1,90,0,1272,1,24.165
1.5,1,90,40,1272,1,67.047
1.5,1,90,20,3132,1,83.13
1.5,1,90,-20,1272,3.25,-11.693
1.5,1,90,40,1272,3.25,49.402
1.5,1,90,-20,5040,3.25,14.096
1.5,1,90,20,1272,5.5,25.989
1.5,1,90,20,3132,5.5,34.907
1.5,1,90,-20,5040,7.75,-2.1836
1.5,1,90,40,5040,7.75,59.3
1.5,1,90,20,1272,10,23.94
1.5,1.25,30,-20,1272,1,-9.241
1.5,1.25,30,40,1272,1,51.84
1.5,1.25,30,20,3132,1,48.743
1.5,1.25,30,-20,5040,1,23.337
1.5,1.25,30,20,5040,1,66.217
1.5,1.25,30,0,3132,3.25,12.396
1.5,1.25,30,-20,5040,3.25,0.16749
1.5,1.25,30,20,5040,5.5,34.795
1.5,1.25,30,-20,1272,7.75,-17.038
1.5,1.25,30,20,1272,10,22.637
1.5,1.25,30,-20,3132,10,-13.545
1.5,1.25,60,0,5040,1,71.946
1.5,1.25,60,0,1272,3.25,7.2846
1.5,1.25,60,40,1272,3.25,47.637
